video_id,channel_id,title,published_at,duration_seconds,description,thumbnail_url,video_url
lqwMXNy0ATk,UCUEOHBht8pnQhQvCfIcl-gg,Crea tu cuenta de Azure para Microsoft Fabric y arranca tu primer pipeline (1/2),2026-06-28 18:29:43+00:00,1521,"Primera parte de un tutorial para construir tu primer pipeline de datos en Microsoft Fabric, desde cero y de forma 100% gratuita y legítima: trabajamos sobre la prueba gratuita de 60 días de Fabric (que Microsoft ofrece desde 2023, incluso antes). No es ningún hack ni truco raro: es la vía oficial y sin costo para aprender.

Aquí montamos la base —cómo conseguir acceso a Fabric y Power BI Service sin cuenta empresarial— y arrancamos el pipeline.

En esta parte:
• Crear tu cuenta gratuita de Azure y el tenant de Entra ID que se genera solo
• Crear tu usuario organizacional para entrar a Fabric y Power BI Service
• Por qué NO conviene usar tu correo institucional para probar Fabric: tu organización suele limitar a qué elementos tienes acceso según sus políticas
• Cómo aprovechar los 60 días de prueba de Fabric, sin gastar el crédito de Azure
• Los primeros pasos del pipeline en Fabric

Nota sobre la gratuidad: la prueba de 60 días lleva años disponible. Si en el futuro Microsoft la retira, habrá que buscar otra vía de acceso a Fabric — pero hoy es la forma legítima y sin costo de aprender.

📖 Tutorial completo en el blog:
https://www.angelgarciadatablog.com/fabric-primer-pipeline

📝 La creación de tu cuenta de Azure, paso a paso por escrito:
https://www.angelgarciadatablog.com/primeros-pasos-en-azure

🔔 Suscríbete para más sobre análisis de datos, automatización y cloud.

#MicrosoftFabric #PowerBI #Azure #AnalisisDeDatos",https://i.ytimg.com/vi/lqwMXNy0ATk/hqdefault.jpg,https://www.youtube.com/watch?v=lqwMXNy0ATk
GSUn2ePNYsk,UCUEOHBht8pnQhQvCfIcl-gg,¿Por qué un analista de datos debe saber de APIS? Parte 2,2026-06-23 20:09:32+00:00,63,,https://i.ytimg.com/vi/GSUn2ePNYsk/hqdefault.jpg,https://www.youtube.com/watch?v=GSUn2ePNYsk
xA--Kg9DtWM,UCUEOHBht8pnQhQvCfIcl-gg,¿Por qué un analista de datos debe saber de APIS? Parte 1,2026-06-23 19:55:26+00:00,107,,https://i.ytimg.com/vi/xA--Kg9DtWM/hqdefault.jpg,https://www.youtube.com/watch?v=xA--Kg9DtWM
8KfTQmLyYAY,UCUEOHBht8pnQhQvCfIcl-gg,¿Por qué un analista de datos debe saber de APIs?,2026-06-23 07:05:31+00:00,1063,"¿Todavía descargas CSVs a mano cada vez que necesitas datos para un análisis? Ese método es lento, no se puede repetir y los datos quedan viejos al instante.

En este video te explico, sin tecnicismos, por qué las APIs son la forma profesional de obtener datos —directos de la fuente, siempre frescos y automatizables— y por qué un analista de datos debería dominarlas.

En este video:
• Por qué saber APIs te vuelve autónomo (dejas de pedir CSVs a mano)
• Qué es una API, explicado con ejemplos del día a día
• Los 5 entornos donde viven las APIs y cuál es el del analista

📖 Versión escrita, con todo el detalle:
https://www.angelgarciadatablog.com/introduccion-apis-para-analistas

🔔 Suscríbete para más sobre análisis de datos, automatización y cloud.

#APIs #AnalisisDeDatos #DataAnalyst",https://i.ytimg.com/vi/8KfTQmLyYAY/hqdefault.jpg,https://www.youtube.com/watch?v=8KfTQmLyYAY
xB4ecIksJSY,UCUEOHBht8pnQhQvCfIcl-gg,4. Git Push - Actualizar cambios de un repositorio local a remoto,2026-01-24 12:04:21+00:00,960,,https://i.ytimg.com/vi/xB4ecIksJSY/hqdefault.jpg,https://www.youtube.com/watch?v=xB4ecIksJSY
7bwkNrRpgw0,UCUEOHBht8pnQhQvCfIcl-gg,Modo oscuro - Big query - Google Cloud,2026-01-23 06:52:23+00:00,69,,https://i.ytimg.com/vi/7bwkNrRpgw0/hqdefault.jpg,https://www.youtube.com/watch?v=7bwkNrRpgw0
HDyKUodeuNw,UCUEOHBht8pnQhQvCfIcl-gg,Como seleccionar valores iguales en SQL,2026-01-23 06:43:39+00:00,294,,https://i.ytimg.com/vi/HDyKUodeuNw/hqdefault.jpg,https://www.youtube.com/watch?v=HDyKUodeuNw
Zj6uiqMvFOU,UCUEOHBht8pnQhQvCfIcl-gg,3. Cómo funciona el bucle For en python - Repaso ejercicios 1,2026-01-17 20:07:55+00:00,1186,,https://i.ytimg.com/vi/Zj6uiqMvFOU/hqdefault.jpg,https://www.youtube.com/watch?v=Zj6uiqMvFOU
RiYjYfMTGvw,UCUEOHBht8pnQhQvCfIcl-gg,2. Qué es el PATH en la instalación de python,2026-01-11 23:25:57+00:00,1138,,https://i.ytimg.com/vi/RiYjYfMTGvw/hqdefault.jpg,https://www.youtube.com/watch?v=RiYjYfMTGvw
0VmI47XeOuE,UCUEOHBht8pnQhQvCfIcl-gg,1. ¿Mi Mac tiene Python instalado de fábrica?,2026-01-11 23:07:39+00:00,417,,https://i.ytimg.com/vi/0VmI47XeOuE/hqdefault.jpg,https://www.youtube.com/watch?v=0VmI47XeOuE
dnLOQnSM8W8,UCUEOHBht8pnQhQvCfIcl-gg,2. Áreas de git - Staging Area,2026-01-11 10:30:22+00:00,903,,https://i.ytimg.com/vi/dnLOQnSM8W8/hqdefault.jpg,https://www.youtube.com/watch?v=dnLOQnSM8W8
GLJffh1QDM4,UCUEOHBht8pnQhQvCfIcl-gg,1. Qué es un repositorio de Git,2026-01-11 10:17:42+00:00,648,,https://i.ytimg.com/vi/GLJffh1QDM4/hqdefault.jpg,https://www.youtube.com/watch?v=GLJffh1QDM4
Gcigj916zyE,UCUEOHBht8pnQhQvCfIcl-gg,3. Estados de Git - git add,2026-01-11 10:13:56+00:00,1086,,https://i.ytimg.com/vi/Gcigj916zyE/hqdefault.jpg,https://www.youtube.com/watch?v=Gcigj916zyE
M4Q186h3zHA,UCUEOHBht8pnQhQvCfIcl-gg,5. Qualify en SQL BigQuery - Filtrar los resultados de una función de ventana de ranking,2026-01-09 02:57:13+00:00,362,"📌 Recursos útiles para este curso de SQL Avanzado 1 (Funciones de ventana)

📖 Diapositivas de la clase:
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit?slide=id.g369c9bc9744_0_21#slide=id.g369c9bc9744_0_21

🎓 Lista completa del curso SQL Avanzado 1:
• Curso gratuito de SQL en BigQuery | Funciones de ventana -  Nivel avanzado 1

🌐 Página web oficial: https://angelgarciadatablog.com
🔗 GitHub: https://github.com/angelgarciadatablog
💙 Apóyame en PayPal: https://paypal.me/angeldatablog

──────────────────────────────
📚 Sobre el curso
Este curso gratuito de SQL nivel avanzado está enfocado en el uso práctico de funciones de ventana en BigQuery, explicadas paso a paso y con ejemplos claros.

Está pensado para quienes ya dominan SELECT, JOINs y subconsultas, y buscan entender cómo realizar análisis más avanzados como rankings, acumulados y comparaciones entre filas.

──────────────────────────────
💬 Conecta conmigo
📸 Instagram / LinkedIn / Tik Tok → @angelgarciadatablog",https://i.ytimg.com/vi/M4Q186h3zHA/hqdefault.jpg,https://www.youtube.com/watch?v=M4Q186h3zHA
thQUAzH5d2o,UCUEOHBht8pnQhQvCfIcl-gg,4. Filtrar los resultados de una función de ventana de ranking - No se usa Where - BigQuery,2026-01-09 00:21:05+00:00,874,"📌 Recursos útiles para este curso de SQL Avanzado 1 (Funciones de ventana)

📖 Diapositivas de la clase:
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit?slide=id.g369c9bc9744_0_21#slide=id.g369c9bc9744_0_21

🎓 Lista completa del curso SQL Avanzado 1:
• Curso gratuito de SQL en BigQuery | Funciones de ventana -  Nivel avanzado 1

🌐 Página web oficial: https://angelgarciadatablog.com
🔗 GitHub: https://github.com/angelgarciadatablog
💙 Apóyame en PayPal: https://paypal.me/angeldatablog

──────────────────────────────
📚 Sobre el curso
Este curso gratuito de SQL nivel avanzado está enfocado en el uso práctico de funciones de ventana en BigQuery, explicadas paso a paso y con ejemplos claros.

Está pensado para quienes ya dominan SELECT, JOINs y subconsultas, y buscan entender cómo realizar análisis más avanzados como rankings, acumulados y comparaciones entre filas.

──────────────────────────────
💬 Conecta conmigo
📸 Instagram / LinkedIn / Tik Tok → @angelgarciadatablog",https://i.ytimg.com/vi/thQUAzH5d2o/hqdefault.jpg,https://www.youtube.com/watch?v=thQUAzH5d2o
GgunOaMm_-g,UCUEOHBht8pnQhQvCfIcl-gg,"3. Diferencia entre Row Number, Rank y Dense Rank en SQL - Funciones de Ventana - BigQuery",2026-01-09 00:14:24+00:00,932,"📌 Recursos útiles para este curso de SQL Avanzado 1 (Funciones de ventana)

📖 Diapositivas de la clase:
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit?slide=id.g369c9bc9744_0_21#slide=id.g369c9bc9744_0_21

🎓 Lista completa del curso SQL Avanzado 1:
• Curso gratuito de SQL en BigQuery | Funciones de ventana -  Nivel avanzado 1

🌐 Página web oficial: https://angelgarciadatablog.com
🔗 GitHub: https://github.com/angelgarciadatablog
💙 Apóyame en PayPal: https://paypal.me/angeldatablog

──────────────────────────────
📚 Sobre el curso
Este curso gratuito de SQL nivel avanzado está enfocado en el uso práctico de funciones de ventana en BigQuery, explicadas paso a paso y con ejemplos claros.

Está pensado para quienes ya dominan SELECT, JOINs y subconsultas, y buscan entender cómo realizar análisis más avanzados como rankings, acumulados y comparaciones entre filas.

──────────────────────────────
💬 Conecta conmigo
📸 Instagram / LinkedIn / Tik Tok → @angelgarciadatablog",https://i.ytimg.com/vi/GgunOaMm_-g/hqdefault.jpg,https://www.youtube.com/watch?v=GgunOaMm_-g
Cz9osSyqYXI,UCUEOHBht8pnQhQvCfIcl-gg,2. Funciones de ventana en SQL - row_number -  BigQuery,2026-01-08 01:57:33+00:00,772,"📌 Recursos útiles para este curso de SQL Avanzado 1 (Funciones de ventana)

📖 Diapositivas de la clase:
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit?slide=id.g369c9bc9744_0_21#slide=id.g369c9bc9744_0_21

🎓 Lista completa del curso SQL Avanzado 1:
• Curso gratuito de SQL en BigQuery | Funciones de ventana -  Nivel avanzado 1

🌐 Página web oficial: https://angelgarciadatablog.com
🔗 GitHub: https://github.com/angelgarciadatablog
💙 Apóyame en PayPal: https://paypal.me/angeldatablog

──────────────────────────────
📚 Sobre el curso
Este curso gratuito de SQL nivel avanzado está enfocado en el uso práctico de funciones de ventana en BigQuery, explicadas paso a paso y con ejemplos claros.

Está pensado para quienes ya dominan SELECT, JOINs y subconsultas, y buscan entender cómo realizar análisis más avanzados como rankings, acumulados y comparaciones entre filas.

──────────────────────────────
💬 Conecta conmigo
📸 Instagram / LinkedIn / Tik Tok → @angelgarciadatablog",https://i.ytimg.com/vi/Cz9osSyqYXI/hqdefault.jpg,https://www.youtube.com/watch?v=Cz9osSyqYXI
XHnA-a5rivU,UCUEOHBht8pnQhQvCfIcl-gg,1. Funciones de ventana de agregación - over y partition by,2026-01-08 01:37:10+00:00,811,"📌 Recursos útiles para este curso de SQL Avanzado 1 (Funciones de ventana)

📖 Diapositivas de la clase:
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit?slide=id.g369c9bc9744_0_21#slide=id.g369c9bc9744_0_21

🎓 Lista completa del curso SQL Avanzado 1:
• Curso gratuito de SQL en BigQuery | Funciones de ventana -  Nivel avanzado 1

🌐 Página web oficial: https://angelgarciadatablog.com
🔗 GitHub: https://github.com/angelgarciadatablog
💙 Apóyame en PayPal: https://paypal.me/angeldatablog

──────────────────────────────
📚 Sobre el curso
Este curso gratuito de SQL nivel avanzado está enfocado en el uso práctico de funciones de ventana en BigQuery, explicadas paso a paso y con ejemplos claros.

Está pensado para quienes ya dominan SELECT, JOINs y subconsultas, y buscan entender cómo realizar análisis más avanzados como rankings, acumulados y comparaciones entre filas.

──────────────────────────────
💬 Conecta conmigo
📸 Instagram / LinkedIn / Tik Tok → @angelgarciadatablog",https://i.ytimg.com/vi/XHnA-a5rivU/hqdefault.jpg,https://www.youtube.com/watch?v=XHnA-a5rivU
DebaxM_8EO0,UCUEOHBht8pnQhQvCfIcl-gg,Multiples Joins en una consulta SQL | Curso de SQL Intermedio #10,2026-01-06 00:54:28+00:00,1613,"📌 Recursos útiles para este curso de SQL Intermedio (Joins - Subconsultas - CTE)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit

🎓 Lista completa del curso SQL Intermedio:  
   • Curso gratuito de SQL en BigQuery | Joins, subconsultas, CTE's, operadores de conjunto 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a combinar tablas y generar consultas más complejas.

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/DebaxM_8EO0/hqdefault.jpg,https://www.youtube.com/watch?v=DebaxM_8EO0
ddB92jjDOVs,UCUEOHBht8pnQhQvCfIcl-gg,Uso de Coalesce en Joins | Curso de SQL Intermedio #9,2026-01-06 00:48:50+00:00,551,"📌 Recursos útiles para este curso de SQL Intermedio (Joins - Subconsultas - CTE)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit

🎓 Lista completa del curso SQL Intermedio:  
   • Curso gratuito de SQL en BigQuery | Joins, subconsultas, CTE's, operadores de conjunto 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a combinar tablas y generar consultas más complejas.

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/ddB92jjDOVs/hqdefault.jpg,https://www.youtube.com/watch?v=ddB92jjDOVs
J0GOADsEp4E,UCUEOHBht8pnQhQvCfIcl-gg,Identifica qué clientes compran más con FILTER + CALCULATE (parte 2),2025-11-21 12:00:42+00:00,633,,https://i.ytimg.com/vi/J0GOADsEp4E/hqdefault.jpg,https://www.youtube.com/watch?v=J0GOADsEp4E
4v5Vv8fsR-g,UCUEOHBht8pnQhQvCfIcl-gg,Identifica qué clientes compran más con FILTER + CALCULATE,2025-11-21 12:00:19+00:00,684,,https://i.ytimg.com/vi/4v5Vv8fsR-g/hqdefault.jpg,https://www.youtube.com/watch?v=4v5Vv8fsR-g
ffCLLOraLFA,UCUEOHBht8pnQhQvCfIcl-gg,Cómo usar FILTER y CALCULATE en Power BI - Ejemplo práctico 2 paso a paso,2025-11-18 12:01:22+00:00,718,,https://i.ytimg.com/vi/ffCLLOraLFA/hqdefault.jpg,https://www.youtube.com/watch?v=ffCLLOraLFA
8AMwesfk-DM,UCUEOHBht8pnQhQvCfIcl-gg,Cómo usar FILTER y CALCULATE en Power BI - Ejemplo práctico 1 paso a paso,2025-11-18 12:00:28+00:00,701,,https://i.ytimg.com/vi/8AMwesfk-DM/hqdefault.jpg,https://www.youtube.com/watch?v=8AMwesfk-DM
f144Cg6EGxE,UCUEOHBht8pnQhQvCfIcl-gg,Power BI + Visual Studio Code: Accede a tablas y medidas,2025-11-17 12:01:24+00:00,486,,https://i.ytimg.com/vi/f144Cg6EGxE/hqdefault.jpg,https://www.youtube.com/watch?v=f144Cg6EGxE
8_fVq-UewMc,UCUEOHBht8pnQhQvCfIcl-gg,Documenta todas tus Medidas de Power BI en 1 Minuto,2025-11-17 12:00:14+00:00,668,,https://i.ytimg.com/vi/8_fVq-UewMc/hqdefault.jpg,https://www.youtube.com/watch?v=8_fVq-UewMc
qytf-g55XFE,UCUEOHBht8pnQhQvCfIcl-gg,Comparar Ventas Año vs Año en Power BI | SAMEPERIODLASTYEAR | parte 2,2025-11-13 14:38:09+00:00,498,"📌 Puedes descargar el archivo del proyecto (.pbix) desde aquí:
https://drive.google.com/drive/folders/1A9oOapsUyxwVY4pnbwLvBD4rTQiK33rU?usp=sharing

💬 Conecta conmigo 
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog 
💙 Apóyame en PayPal: https://paypal.me/angeldatablog",https://i.ytimg.com/vi/qytf-g55XFE/hqdefault.jpg,https://www.youtube.com/watch?v=qytf-g55XFE
Q3olnvgueTQ,UCUEOHBht8pnQhQvCfIcl-gg,Comparar Ventas Año vs Año en Power BI | SAMEPERIODLASTYEAR | parte 1,2025-11-13 14:37:05+00:00,428,"📌 Puedes descargar el archivo del proyecto (.pbix) desde aquí:
https://drive.google.com/drive/folders/1A9oOapsUyxwVY4pnbwLvBD4rTQiK33rU?usp=sharing

💬 Conecta conmigo 
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog 
💙 Apóyame en PayPal: https://paypal.me/angeldatablog",https://i.ytimg.com/vi/Q3olnvgueTQ/hqdefault.jpg,https://www.youtube.com/watch?v=Q3olnvgueTQ
LXwH60B973Q,UCUEOHBht8pnQhQvCfIcl-gg,Como poner power bi en modo oscturo,2025-11-10 12:00:44+00:00,161,,https://i.ytimg.com/vi/LXwH60B973Q/hqdefault.jpg,https://www.youtube.com/watch?v=LXwH60B973Q
0i8W5wucIMc,UCUEOHBht8pnQhQvCfIcl-gg,Por qué no funcionan los filtros cruzados en Power BI y cómo solucionarlo paso a paso,2025-11-08 00:44:15+00:00,112,,https://i.ytimg.com/vi/0i8W5wucIMc/hqdefault.jpg,https://www.youtube.com/watch?v=0i8W5wucIMc
